type,properties/PCODE,properties/PNAME,properties/DCODE,properties/DNAME,properties/CCODE,properties/CNAME,properties/VCODE,properties/VNAME,properties/ODCODE,properties/ODNAME,properties/FACILITCOD,properties/FACILITNAM,properties/COVERNAME,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/PNAME_km,properties/VNAME_km,properties/FACILITNAM_km
Feature,21,Takeo,2110,Treang,211011.0,Smaong,21101101.0,Smaong,2104,Kirivong,210418,Chi Khma,"3 comune, 21  villages",Point,479685.86536189885,1193857.2251779856,,,
Feature,5,Kampong Speu,501,Basedth,50101.0,Basedth,5010105.0,Boeng Sdok,502,Kong Pisey,50215,Basedth Pou Mreal,2 communes 40 villages,Point,448602.83159416,1232983.2841110879,,,
Feature,5,Kampong Speu,501,Basedth,50102.0,Kat Phluk,5010209.0,Chambak,502,Kong Pisey,50218,Kat Phluk Pheakde,2 communes 21 villages,Point,439952.82134168764,1234134.288203124,,,
Feature,5,Kampong Speu,501,Basedth,50103.0,Nitean,5010309.0,Trapeang Khnar,502,Kong Pisey,50220,Nitean Chamroeun,2 communes 28 villages,Point,457982.84279831732,1231556.2799131637,,,
Feature,5,Kampong Speu,501,Basedth,50107.0,Pou Angkrang,5010711.0,Trapeang Kak,502,Kong Pisey,50214,Pou Angkrang,19 villages,Point,460722.84540840995,1227994.2748254584,,,
Feature,5,Kampong Speu,501,Basedth,50112.0,Tuol Sala,5011211.0,Thlok,502,Kong Pisey,50217,Tuol Sala Svay Chacheb,2 communes 32 villages,Point,448417.83429087175,1243144.2964339361,,,
Feature,5,Kampong Speu,501,Basedth,50113.0,Kak,5011310.0,Trapeang Chhuk,502,Kong Pisey,50216,Kak Preah Khe,2 communes 24 villages,Point,449330.83375094039,1237440.289359017,,,
Feature,7,Kampot,706,Kampong Trach,70609.0,Kanthaor Khang Lech,7060905.0,Boeng Thum Khang Lech,703,Kampong Trach,70306,Kanthaor,"Kanthaor Khang Lech,Kanthaor Khang Tboung, Kanthaor Khang Kaeut Commune_16 Villages",Point,445299.80707835779,1166861.1909755268,,,
Feature,7,Kampot,706,Kampong Trach,70612.0,Preaek Kroes,7061201.0,Preaek Kroes,703,Kampong Trach,70304,Preaek Kroes,"Preaek Kroes, Prey Tonle Commune_ 12 Villages",Point,454734.82179015444,1165230.1856618978,,,
Feature,5,Kampong Speu,501,Basedth,50114.0,Svay Rumpea,5011410.0,Slab Leaeng,502,Kong Pisey,50212,Rumpea Mean Chey,2 communes 28 villages,Point,454684.8407685167,1239673.2906291168,,,
Feature,5,Kampong Speu,502,Chbar Mon,50201.0,Chbar Mon,5020106.0,Roluos,501,Kampong Speu.,50103,Chbar Thum,(1 commune),Point,446406.83963692316,1269081.3257141763,,,
Feature,5,Kampong Speu,502,Chbar Mon,50202.0,Kandaol Dom,5020206.0,Nhor,501,Kampong Speu.,50102,Dom Kravan,10 villages,Point,444150.83615283138,1265314.3224561333,,,
Feature,5,Kampong Speu,502,Chbar Mon,50203.0,Roka Thum,5020307.0,Angk Serei,501,Kampong Speu.,50104,Roka Tep,,Point,450324.84344167396,1268245.3237400998,,,
Feature,5,Kampong Speu,503,Kong Pisei,50302.0,Chongruk,5030219.0,Chongruk,502,Kong Pisey,50209,Chongruk,Chongruk,Point,467209.85740968148,1248981.2988581825,,,
Feature,5,Kampong Speu,503,Kong Pisei,50303.0,Moha Ruessei,5030319.0,Samraong Khpos,502,Kong Pisey,50207,Moha Russei,"1 commune, 22 villages",Point,462710.85119866399,1243790.2936912049,,,
Feature,5,Kampong Speu,503,Kong Pisei,50304.0,Pechr Muni,5030403.0,Trapeang Snuol,502,Kong Pisey,50204,Pichr Muni Teuk La'ak,25 villages,Point,458947.84958168876,1256005.3084552924,,,
Feature,5,Kampong Speu,503,Kong Pisei,50305.0,Preah Nipean,5030526.0,Prey Totueng,502,Kong Pisey,50211,Preah Nipean,27 villages,Point,475793.86878770654,1260768.3106667586,,,
Feature,7,Kampot,706,Kampong Trach,70614.0,Ruessei Srok Khang,7061402.0,Lok,703,Kampong Trach,70302,Russei Srok,"Russei Srok Khang Lech, Russei Srok Khang Kaeut Commune_10 Villages",Point,438825.79267585109,1155396.174251945,,,
Feature,7,Kampot,706,Kampong Trach,70615.0,Svay Tong Khang Cheung,7061504.0,Phnum Kngab,703,Kampong Trach,70303,Svay Tong,"Svay Tong Khang Chueng, Svay Tong Khang Tboung Commune_ 9 Villages",Point,439163.7950712014,1160642.1828555062,,,
Feature,5,Kampong Speu,503,Kong Pisei,50307.0,Prey Vihear,5030714.0,Chamkar Doung,502,Kong Pisey,50208,Prey Vihear,19 villages,Point,463741.85184127919,1240999.2901763488,,,
Feature,5,Kampong Speu,503,Kong Pisei,50309.0,Sdok,5030904.0,Sdok,502,Kong Pisey,50206,Sdok,18 villages,Point,459776.84723605332,1241426.2915207346,,,
Feature,5,Kampong Speu,503,Kong Pisei,50310.0,Snam Krapeu,5031005.0,Snuol,502,Kong Pisey,50205,Snam Krapeu,24 villages,Point,460775.849699807,1247296.2981893856,,,
Feature,7,Kampot,707,Kampot,70703.0,Kampong Kraeng,7070304.0,Kampong Kraeng,704,Kampot,70409,Kampong Kraeng,"Kampong Kraeng, Mak Prang,Sreung Koev Commune_ 13 Villages",Point,409714.75488752371,1176255.2204909783,,,
Feature,7,Kampot,707,Kampot,70705.0,Kandal,7070501.0,Phnum Touch,704,Kampot,70408,Voat Pralay,"Kandal, Prey Tnong Commune_10 Villages",Point,419690.77276238758,1181569.2238435361,,,
Feature,7,Kampot,707,Kampot,70707.0,Kaoh Touch,7070704.0,Preaek Ampil,704,Kampot,70410,Kaoh Touch,"Kaoh Touch, Boeng Touk Commune_7 Villages",Point,396194.72928093467,1168335.2154803579,,,
Feature,5,Kampong Speu,504,Aoral,50404.0,Sangkae Satob,5040402.0,Peam,501,Kampong Speu.,50123,Oral,5 communes 32 villages,Point,406748.81029342586,1291391.3632549355,,,
Feature,5,Kampong Speu,505,Odongk,50501.0,Chant Saen,5050110.0,Trapeang Antong,503,OuDaung,50304,Damnak Chan,2 communes 33 villages,Point,460161.85829771071,1289616.3422940504,,,
Feature,5,Kampong Speu,505,Odongk,50504.0,Khsem Khsan,5050412.0,Bat Doeng,503,OuDaung,50306,Khsem Khsan Trach Tong,2communes 36 villages,Point,467245.86510055541,1291327.3424720264,,,
Feature,5,Kampong Speu,505,Odongk,50505.0,Krang Chek,5050515.0,Ta Ni,501,Kampong Speu.,50119,Krosang Chek,2 communes 28 villages,Point,449357.8459681173,1280891.3367021845,,,
Feature,5,Kampong Speu,505,Odongk,50508.0,Prey Krasang,5050802.0,Tuol,501,Kampong Speu.,50121,Prey Chumpou Mean Ang,4 communes 38 villages,Point,443853.84093250218,1281776.3391591415,,,
Feature,5,Kampong Speu,505,Odongk,50510.0,Veal  Pung,5051017.0,Damnak Smach,503,OuDaung,50303,Damnak Smach,11villages,Point,462446.86286433251,1301659.3525190244,,,
Feature,5,Kampong Speu,505,Odongk,50511.0,Veang Chas,5051109.0,Krang Ponley,503,OuDaung,50302,Veing Preah Srae,2 communes 28 villages,Point,471638.87153841445,1307161.3555166041,,,
Feature,5,Kampong Speu,505,Odongk,50512.0,Yutth Sameakki,5051214.0,Trapeang Lpeak,503,OuDaung,50305,Cheung Roas Samak,2 communes 31 villages,Point,450502.84918961825,1288687.3437770181,,,
Feature,5,Kampong Speu,505,Odongk,50515.0,Phnum Touch,5051518.0,Voat Phnum,501,Kampong Speu.,50120,Phnum Touch Pang Lvea,2 communes 36 villages,Point,463523.85968804697,1281156.3336012848,,,
Feature,5,Kampong Speu,506,Phnum Sruoch,50604.0,Kiri Voan,5060402.0,Trapeang At Tuek,501,Kampong Speu.,50117,Trapaing Kraloeun,2 communes 26 villages,Point,431572.82028637355,1258285.3192048741,,,
Feature,5,Kampong Speu,506,Phnum Sruoch,50606.0,Moha Sang,5060616.0,Kandal,501,Kampong Speu.,50118,Moha Sang,2 communes 34 villages,Point,437226.82773423346,1262006.3211922722,,,
Feature,5,Kampong Speu,506,Phnum Sruoch,50607.0,Ou,5060718.0,Prey Sraong,501,Kampong Speu.,50115,Ta Lat,3 communes 32 villages,Point,426375.81266756653,1253475.3159221786,,,
Feature,5,Kampong Speu,506,Phnum Sruoch,50608.0,Prey Rumduol,5060805.0,Kab Tuk,501,Kampong Speu.,50116,Samraong Rumduol,2 communes 15 villages,Point,426631.8149931542,1258491.32135882,,,
Feature,5,Kampong Speu,506,Phnum Sruoch,50613.0,Traeng Trayueng,5061304.0,Ti Buon,501,Kampong Speu.,50114,Traeng Trayueng,3 communes 19 villages,Point,414029.7956686648,1246684.3136492132,,,
Feature,5,Kampong Speu,507,Samraong Tong,50701.0,Roleang Chak,5070108.0,Krang Thum,501,Kampong Speu.,50109,Roleang Chak,2 communes 26 villages,Point,455696.84838388633,1265734.3197310802,,,
Feature,5,Kampong Speu,507,Samraong Tong,50702.0,Kahaeng,5070215.0,La,501,Kampong Speu.,50111,Kaheng Ta Or,2 Communes 35 villages,Point,441061.83226227789,1263329.3213245566,,,
Feature,7,Kampot,707,Kampot,70708.0,Koun Satv,7070802.0,Koun Satv,704,Kampot,70405,Koun Satv,"Koun Sat, Trapaeng Pring Commune_9 Villages",Point,421194.77071248885,1171923.2081936894,,,
Feature,7,Kampot,707,Kampot,70711.0,Preaek Tnaot,7071101.0,Trapeang Ropov,704,Kampot,70411,Trapeang Ropov,Preaek Tnaot Commune_4 Villages,Point,383454.71226628555,1173208.2311720806,,,
Feature,7,Kampot,707,Kampot,70712.0,Prey Khmum,7071201.0,Prey Komp,704,Kampot,70407,Prey Khmum,"Prey Khmum, Khum Tmei, Trapeang Thum Commune_13 Villages",Point,412810.76074431743,1178398.2222480068,,,
Feature,5,Kampong Speu,507,Samraong Tong,50705.0,Pneay,5070501.0,Tang Krasang,501,Kampong Speu.,50106,Kraing Pneay,2 communes 31 villages,Point,449035.84377672378,1274182.330166088,,,
Feature,5,Kampong Speu,507,Samraong Tong,50706.0,Roleang Kreul,5070618.0,Angk Metrei,501,Kampong Speu.,50107,Roleang Sen,"Rka Kaoh, 12 villages",Point,462418.85508557106,1264072.3164664758,,,
Feature,5,Kampong Speu,507,Samraong Tong,50707.0,Samraong Tong,5070702.0,Tonle Kantil,501,Kampong Speu.,50108,Samraong Sambo,2 communes 36 villages,Point,456339.85060432099,1272153.3262254228,,,
Feature,7,Kampot,707,Kampot,70718.0,Trapeang Sangkae,7071801.0,Trapeang Sangkae,704,Kampot,70406,Trapeang Sangkae,"Trapeang Sangkae, Kampong Samrong, Chum Kriel Commune_ 10 Villages",Point,415923.76291125279,1172946.2122449421,,,
Feature,5,Kampong Speu,507,Samraong Tong,50710.0,Skuh,5071017.0,Prey Beng,501,Kampong Speu.,50110,Kraing Skuh,2 communes 33 villages,Point,447169.83844719903,1262313.3183651087,,,
Feature,5,Kampong Speu,507,Samraong Tong,50711.0,Tang Krouch,5071111.0,Pongro,501,Kampong Speu.,50112,Krouch Meas,29 villages,Point,436097.82909167057,1269267.3292243585,,,
Feature,5,Kampong Speu,507,Samraong Tong,50713.0,Trapeang Kong,5071308.0,Prey Phdau,501,Kampong Speu.,50105,Trapeang Kong,29 villages,Point,457961.85161531193,1269427.3230499474,,,
Feature,5,Kampong Speu,507,Samraong Tong,50715.0,Voa Sa,5071517.0,Kandal,501,Kampong Speu.,50113,Voa Sa,23 villages,Point,450938.84511065669,1272066.3275045599,,,
Feature,5,Kampong Speu,508,Thpong,50801.0,Amleang,5080105.0,Ta Kaong,503,OuDaung,50310,Amleang,11 villages,Point,428962.83535785979,1304185.3644913184,,,
Feature,5,Kampong Speu,508,Thpong,50804.0,Prambei Mom,5080410.0,Phsar Anlong Chrey,503,OuDaung,50309,Anluong Chrey,10 Villages,Point,438238.84152049926,1299447.3571178166,,,
Feature,5,Kampong Speu,508,Thpong,50805.0,Rung Roeang,5080507.0,Thmei,503,OuDaung,50308,Monor Rung Roeang,2 communes 20 villages,Point,447915.84881536081,1295742.3508853286,,,
Feature,5,Kampong Speu,508,Thpong,50807.0,Veal Pon,5080702.0,Dom Khvet,503,OuDaung,50307,Dom Kvet,3 communes 28 villages,Point,455182.85570346838,1297659.350669336,,,
Feature,12,Phnom Penh,1201,Chamkar Mon,120107.0,Tuol Svay Prey Pir,12010707.0,Phum 7,1202,Kandal,120203,Tuol Svay Prey,"1 Commune, 16 Village",Point,489584.88456112024,1277140.3263646183,,,
Feature,12,Phnom Penh,1201,Chamkar Mon,120112.0,Phsar Daeum Thkov,12011203.0,Phum 3,1202,Kandal,120204,Phsar Daeum Thkov,,Point,490638.88548488065,1274921.3240944373,,,
Feature,12,Phnom Penh,1202,Doun Penh,120210.0,Srah Chak,12021017.0,Phum 17,1201,Cheung,120105,Daun Penh,,Point,491129.88626987138,1280977.330052488,,,
Feature,12,Phnom Penh,1203,Prampir Meakkakra,120307.0,Veal Vong,12030704.0,Phum 4,1202,Kandal,120205,Prampir Meakkakra,,Point,490336.88538392959,1278686.3278520969,,,
Feature,7,Kampot,708,Kampong Bay,70805.0,Traeuy Kaoh,7080504.0,Srae,704,Kampot,70403,Traeuy Kaoh,"Traeuy Kaoh, Andoung Khmer Commune_ 9 Villages",Point,410668.75317346025,1169998.2101734893,,,
Feature,8,Kandal,801,Kandal Stueng,80102.0,Anlong Romiet,8010206.0,Kampong Tuol,808,Takhmau,80805,Anlong Romiet,"4 Communes, 26 Villages",Point,478786.87231644767,1263403.3131312267,,,
Feature,8,Kandal,801,Kandal Stueng,80104.0,Boeng Khyang,8010401.0,Boeng Khyang,808,Takhmau,80810,Beung Khiang,"4 Communes, 23 Villages",Point,485857.87924683536,1256100.3045060406,,,
Feature,12,Phnom Penh,1204,Tuol Kouk,120407.0,Boeng Kak Muoy,12040703.0,Phum 3,1203,Lech,120306,Tuol Kork,,Point,488898.88410809176,1280788.3299861453,,,
Feature,12,Phnom Penh,1205,Dangkao,120507.0,Pong Tuek,12050704.0,Voat Slaeng,1203,Lech,120302,Pong Tuek,,Point,479708.87370844057,1267093.3169310363,,,
Feature,12,Phnom Penh,1205,Dangkao,120509.0,Samraong Kraom,12050905.0,Sam Raong,1203,Lech,120303,Samraong Kraom,,Point,479376.8746786603,1278672.3287256754,,,
Feature,12,Phnom Penh,1206,Mean Chey,120601.0,Stueng Mean Chey,12060105.0,Phneat,1204,Tbong,120404,Stueng Mean Chey,,Point,488660.88359226019,1276198.3254807331,,,
Feature,12,Phnom Penh,1206,Mean Chey,120607.0,Chak Angrae Kraom,12060702.0,Preaek Ta Long,1204,Tbong,120403,Chak Angrae,,Point,493808.88850005087,1270661.3196364932,,,
Feature,12,Phnom Penh,1206,Mean Chey,120608.0,Nirouth,12060803.0,Russei Sras,1204,Tbong,120406,Nirouth,,Point,494028.88886801142,1275022.3240605956,,,
Feature,12,Phnom Penh,1207,Ruessei Kaev,120701.0,Khmuonh,12070102.0,Banla S'et,1203,Lech,120304,Khmuonh,,Point,485668.88119514403,1283379.3327039585,,,
Feature,12,Phnom Penh,1207,Ruessei Kaev,120701.0,Khmuonh,12070104.0,Anlong Kngan,1201,Cheung,120106,Anlong Kngan,,Point,483372.87913260638,1284701.3341547379,,,
Feature,12,Phnom Penh,1207,Ruessei Kaev,120703.0,Svay Pak,12070303.0,Svay Pak,1201,Cheung,120103,Kilometr Lekh 9,,Point,487506.88315299683,1286448.3354857508,,,
Feature,12,Phnom Penh,1207,Ruessei Kaev,120710.0,Chrouy Changva,12071002.0,Phum 2,1201,Cheung,120104,Chrouy Changva,,Point,493054.8880940493,1280166.3291840048,,,
Feature,8,Kandal,801,Kandal Stueng,80106.0,Daeum Rues,8010604.0,Tonsay Kiech,808,Takhmau,80808,Deum Reus,"1 Communes, 14 Villages",Point,475108.86847774382,1263869.3140885397,,,
Feature,8,Kandal,801,Kandal Stueng,80117.0,Roka,8011703.0,Svay,808,Takhmau,80809,Rolaing Ken,"2 Communes, 18 Villages",Point,467114.85998403846,1263699.3151655698,,,
Feature,8,Kandal,801,Kandal Stueng,80119.0,Roluos,8011901.0,Krapeu Troum,808,Takhmau,80807,Rolus,"4 Communes,23 Villages",Point,485917.87996343285,1264446.3135631676,,,
Feature,8,Kandal,801,Kandal Stueng,80122.0,Siem Reab,8012202.0,Chambak,808,Takhmau,80806,Siem Reap,"4 Communes, 27 Villages",Point,485171.87882917433,1260213.3090736377,,,
Feature,8,Kandal,801,Kandal Stueng,80127.0,Trapeang Veaeng,8012701.0,Prey Totueng,808,Takhmau,80811,Trapaing Veng,"3 Communes, 17 Villages",Point,476387.86939871946,1260554.3103577243,,,
Feature,8,Kandal,802,Kien Svay,80201.0,Banteay Daek,8020102.0,Kandal Leu,802,Kean Svay,80210,Banteay Daek,"1 Communes, 3 Villages",Point,515777.91115357226,1267745.31724699,,,
Feature,8,Kandal,802,Kien Svay,80202.0,Chheu Teal,8020202.0,Chheu Teal,808,Takhmau,80814,Chheu Teal,"2 Communes, 7 Villages",Point,504111.89908037748,1267547.3163726609,,,
Feature,8,Kandal,802,Kien Svay,80203.0,Dei Edth,8020302.0,Dei Edth Kaoh Phos,802,Kean Svay,80209,Dei Edth,"1 Communes, 3 Villages",Point,508879.90384826396,1271120.3202543627,,,
Feature,8,Kandal,802,Kien Svay,80205.0,Kbal Kaoh,8020503.0,Preaek Thum,802,Kean Svay,80207,Kbal Kaoh,"1 Communes,3 Villages",Point,502159.89698167512,1273808.322771132,,,
Feature,8,Kandal,802,Kien Svay,80207.0,Kokir Thum,8020702.0,Kokir Thum,802,Kean Svay,80212,Kokir Thum,"1 Communes, 4 Villages",Point,526327.92418383341,1253198.3027266324,,,
Feature,8,Kandal,802,Kien Svay,80208.0,Phum Thum,8020802.0,Phum Thum,802,Kean Svay,80208,Phum Thum,"2 Communes, 7 Villages",Point,504108.8989661517,1272450.3214316457,,,
Feature,8,Kandal,802,Kien Svay,80209.0,Preaek Aeng,8020901.0,Kbal Chrouy,802,Kean Svay,80206,Preaek Aeng,"2 Communes, 10 Villages",Point,498705.89352681587,1274959.3239145821,,,
Feature,8,Kandal,802,Kien Svay,80210.0,Preaek Thmei,8021002.0,Kaoh Krabei,808,Takhmau,80815,Preaek Thmei,"1 Communes, 3 Villages",Point,498346.89309988974,1267365.3161298276,,,
Feature,8,Kandal,802,Kien Svay,80211.0,Samraong Thum,8021103.0,Chrouy Dang,802,Kean Svay,80211,Samraong Thum,"1 Communes, 6 Villages",Point,523278.91962896142,1262173.3121705896,,,
Feature,8,Kandal,803,Khsach Kandal,80303.0,Kampong Chamlang,8030301.0,Kampong Chamlang,804,Ksach Kandal,80409,Kampong Chamlang,"3 Communes, 13 Villages",Point,514309.90801604866,1288310.3374226468,,,
Feature,8,Kandal,803,Khsach Kandal,80304.0,Kaoh Chouram,8030401.0,Tboung,804,Ksach Kandal,80402,Kaoh Choram,"2 Communes, 7 Villages",Point,501734.89624586783,1306415.3527864728,,,
Feature,8,Kandal,803,Khsach Kandal,80306.0,Preah Prasab,8030601.0,Preah Prasab,804,Ksach Kandal,80403,Preah Prasab,"2 Communes, 7 Villages",Point,502827.89722244936,1301482.3486364393,,,
Feature,8,Kandal,803,Khsach Kandal,80307.0,Preaek Ampil,8030705.0,Preaek Krabau Bei,804,Ksach Kandal,80406,Preaek Ampil,"2 Communes,7 Villages",Point,495580.89073598216,1288277.3368414245,,,
Feature,8,Kandal,803,Khsach Kandal,80308.0,Preaek Luong,8030803.0,Preaek Luong,804,Ksach Kandal,80407,Preaek Luong,"4 Communes, 15 Villages",Point,494823.88996461645,1285729.3344702725,,,
Feature,8,Kandal,803,Khsach Kandal,80310.0,Preaek Ta Meak,8031004.0,Preaek Ta Meak,804,Ksach Kandal,80404,Preaek Ta Meak,"1 Communes, 10 Villages",Point,500927.89561901509,1298874.3463561181,,,
Feature,8,Kandal,803,Khsach Kandal,80311.0,Puk Ruessei,8031104.0,Puk Ruessei Leu,804,Ksach Kandal,80405,Puk Russei,"1 Communes,6 Villages",Point,497292.89240382001,1294147.3421802688,,,
Feature,8,Kandal,803,Khsach Kandal,80312.0,Roka Chonlueng,8031205.0,Roka Ti Muoy,804,Ksach Kandal,80410,Roka Chonlueng,"2 Communes, 11 Villages",Point,508500.90221572306,1297860.3456809588,,,
Feature,8,Kandal,803,Khsach Kandal,80318.0,Vihear Suork,8031803.0,Vihear Suor Cheung,804,Ksach Kandal,80408,Vihear Suor,"2 Communes, 14 Villages",Point,506037.90033153829,1290011.3385173166,,,
Feature,8,Kandal,804,Kaoh Thum,80401.0,Chheu Khmau,8040103.0,Chong Kaoh,803,Kaoh Thom,80312,Chheu Khmau,"1 Communes, 8 Villages",Point,508120.90531279962,1221615.2626069593,,,
Feature,8,Kandal,804,Kaoh Thum,80402.0,Chrouy Ta Kaev,8040202.0,Preak Tralach,803,Kaoh Thom,80310,Chrouy Takeo,"1 Communes, 9 Villages",Point,506859.90344994236,1227682.2703507899,,,
Feature,8,Kandal,804,Kaoh Thum,80403.0,Kampong Kong,8040304.0,Kampong Kong,803,Kaoh Thom,80309,Kampong Kong,"1Communes, 11 Villages",Point,508353.90514212789,1231696.2754642258,,,
Feature,8,Kandal,804,Kaoh Thum,80404.0,Kaoh Thum Ka,8040402.0,Kandal Kaoh Thum,803,Kaoh Thom,80307,Kaoh Thum Ka,"1 Communes, 06 Villages",Point,508794.90552841604,1234924.2794787379,,,
Feature,8,Kandal,804,Kaoh Thum,80405.0,Kaoh Thum Kha,8040504.0,Preaek Be,803,Kaoh Thom,80302,Kaoh Thum Kha,"2 Communes, 7 Villages",Point,506350.90250354173,1236297.2810500332,,,
Feature,8,Kandal,804,Kaoh Thum,80407.0,Leuk Daek,8040702.0,Leuk Daek,803,Kaoh Thom,80311,Leuk Dek,"1 Communes, 11 Villages",Point,514052.91228618991,1230384.2741953642,,,
Feature,8,Kandal,804,Kaoh Thum,80408.0,Pouthi Ban,8040805.0,Preaek Ta In,803,Kaoh Thom,80308,Pothi Ban,"1 Communes, 9 Villages",Point,505595.90151940967,1238552.2837599905,,,
Feature,8,Kandal,804,Kaoh Thum,80409.0,Preaek Chrey,8040904.0,Khnar Tangyu,803,Kaoh Thom,80313,Preaek Chrey,"1 Communes, 4 Villages",Point,512867.91216317919,1211700.2497043512,,,
Feature,8,Kandal,804,Kaoh Thum,80410.0,Preaek Sdei,8041004.0,Anlong Sant,803,Kaoh Thom,80304,Preaek Sdei,"1 Communes, 7 Villages",Point,506583.9031883977,1225357.2673752399,,,
Feature,8,Kandal,804,Kaoh Thum,80410.0,Preaek Sdei,8041009.0,Pratheat,803,Kaoh Thom,80305,Pothi Rea Mea,"2 Communes, 4 Villages",Point,506952.90382630023,1221029.2617904388,,,
Feature,8,Kandal,804,Kaoh Thum,80411.0,Preaek Thmei,8041108.0,Preaek Thmei,803,Kaoh Thom,80303,Preaek Thmei,"1 Communes, 10 Villages",Point,506218.90255503845,1230219.2735258911,,,
Feature,8,Kandal,804,Kaoh Thum,80412.0,Sampov Lun,8041205.0,Kampong Thkol,803,Kaoh Thom,80306,Sampov Poun,"1 Communes, 7 Villages",Point,506043.90285167418,1215048.2538425135,,,
Feature,8,Kandal,805,Leuk Daek,80501.0,Kampong Phnum,8050101.0,Kbal Chrouy,802,Kean Svay,80202,Kampong Phnum,"1 Communes, 4 Villages",Point,527974.9265174584,1249986.2993375983,,,
Feature,8,Kandal,805,Leuk Daek,80505.0,Preaek Dach,8050502.0,Preaek Dach,802,Kean Svay,80204,Preaek Dach,"2 Communes, 7 Villages",Point,525064.92527832068,1235269.2814783864,,,
Feature,8,Kandal,805,Leuk Daek,80506.0,Preaek Tonloab,8050602.0,Preaek Bak,802,Kean Svay,80203,Preaek Tonloab,"1 Communes, 4 Villages",Point,529450.92943483673,1242374.2907179545,,,
Feature,8,Kandal,805,Leuk Daek,80507.0,Sandar,8050703.0,Kandal,802,Kean Svay,80205,Sandar,"3 Communes, 9 Villages",Point,519902.92117800191,1215830.2559323076,,,
Feature,8,Kandal,806,Lvea Aem,80601.0,Akreiy Ksatr,8060102.0,Khsach,802,Kean Svay,80213,Arey Ksat,"1 Communes, 4 Villages",Point,497712.89256840304,1277426.3263829118,,,
Feature,8,Kandal,806,Lvea Aem,80607.0,Peam Oknha Ong,8060703.0,Preaek Ta Ong Ti Pir,802,Kean Svay,80215,Peam Oknha Ong,"3 Communes, 09 Villages",Point,503929.89870460163,1276183.3251896785,,,
Feature,8,Kandal,806,Lvea Aem,80611.0,Preaek Ruessei,8061103.0,Preaek Ruessei,802,Kean Svay,80218,Preaek Russei,"1Communes, 5 Villages",Point,527700.92376427958,1265907.316777938,,,
Feature,8,Kandal,806,Lvea Aem,80612.0,Sambuor,8061201.0,Sambuor,802,Kean Svay,80217,Kaoh Kaev,"3 Communes, 8 Villages",Point,526145.92238685465,1264208.3147445177,,,
Feature,8,Kandal,806,Lvea Aem,80613.0,Sarikakaev,8061302.0,Kdei Kandal,802,Kean Svay,80214,Sarikakaev,"2 Communes, 5 Villages",Point,500805.8956083199,1277393.3263447466,,,
Feature,8,Kandal,806,Lvea Aem,80615.0,Tuek Khleang,8061502.0,Samraong,802,Kean Svay,80216,Tuek Khleang,"5 Communes, 12 Villages",Point,515295.9104132881,1270607.32017005,,,
Feature,8,Kandal,807,Mukh Kampul,80702.0,Kaoh Dach,8070203.0,Kbal Kaoh,805,Muk Kam Poul,80502,Kaoh Dach,"2 Communes, 5 Villages",Point,495147.89043184277,1291880.340168952,,,
Feature,8,Kandal,807,Mukh Kampul,80703.0,Preaek Anhchanh,8070302.0,Preaek Thmei,805,Muk Kam Poul,80503,Preaek Anhchanh,"2 Communes, 10 Villages",Point,496723.89193906536,1296513.3442984261,,,
Feature,8,Kandal,807,Mukh Kampul,80704.0,Preaek Dambang,8070403.0,Voat Chas,805,Muk Kam Poul,80505,Preaek Dambang,"1 Communes, 5 Villages",Point,497260.89254676789,1305621.3521269341,,,
Feature,8,Kandal,807,Mukh Kampul,80707.0,Roka Kaong Muoy,8070701.0,Roka Kaong,805,Muk Kam Poul,80507,Roka Kaong,"3Communes, 13Villages",Point,499541.89444694459,1309736.3555034995,,,
Feature,8,Kandal,807,Mukh Kampul,80709.0,Ruessei Chrouy,8070903.0,Preaek Ta Saom,805,Muk Kam Poul,80504,Russei Chrouy,"2 Communes, 7 Villages",Point,501074.89572587126,1302340.3493479863,,,
Feature,8,Kandal,807,Mukh Kampul,80710.0,Sambuor Meas,8071003.0,Ampil Tuek,805,Muk Kam Poul,80506,Sambuor Meas,"2 Communes, 7 Villages",Point,490113.88608793216,1295696.3437958295,,,
Feature,8,Kandal,808,Angk Snuol,80801.0,Baek Chan,8080109.0,Borei Kammeakkar,801,Ang Snuol,80102,Baek Chan,"2 Communes, 37 Villages",Point,473661.8682355815,1272741.3235221941,,,
Feature,8,Kandal,808,Angk Snuol,80804.0,Damnak Ampil,8080402.0,Tonloab Khpos Tboung,801,Ang Snuol,80106,Damnak Ampil,"2 Communes, 30 Villages",Point,463970.85811103991,1271031.3234207432,,,
Feature,8,Kandal,808,Angk Snuol,80805.0,Kamboul,8080501.0,Phsar Kamboul,801,Ang Snuol,80103,Kamboul,"2 Communes, 35 Villages",Point,476356.87109967001,1273840.3242706205,,,
Feature,8,Kandal,808,Angk Snuol,80809.0,Mkak,8080901.0,Praseth,801,Ang Snuol,80109,Mkak,,Point,472141.86922535521,1289236.3397496522,,,
Feature,8,Kandal,808,Angk Snuol,80811.0,Peuk,8081118.0,Angk Snuol Ti Pir,801,Ang Snuol,80105,Peuk,"2 Communes, 29 Villages",Point,468903.86333230615,1272162.3236751386,,,
